Family_fa,Given_fa,Paper_articleTitle,Paper_authorFullNames,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic,fa_insti,country
Kumar,Deepa,"""The Right Kind of """"Islam"""": News media representations of US-Saudi relations during the Cold War""","Kumar, Deepa (1)",4.23,0.94,88.26,0.6,4.91,1.07,"Rutgers State Univ, Dept Journalism & Media Studies, New Brunswick, NJ 08901 USA",USA
Kumar,Priya,Corporate Privacy Policy Changes during PRISM and the Rise of Surveillance Capitalism,"Kumar, Priya (1)",4.23,0.94,88.26,0.6,4.91,1.07,"Univ Maryland, Coll Informat Studies, College Pk, MD 20742 USA",USA
Kumar,Anup,Peace Communication in Cross-border Media Flows,"Kumar, Anup (1)| Semetko, Holli A. (2)",4.23,0.94,88.26,0.6,4.91,1.07,"Cleveland State Univ, Sch Commun, Cleveland, OH 44115 USA",USA
Kumar,Neha,Facebook for self-empowerment? A study of Facebook adoption in urban India,"Kumar, Neha (1)",4.23,0.94,88.26,0.6,4.91,1.07,"Univ Washington, Dept Comp Sci & Engn, Seattle, WA 98195 USA",USA
Kumar,V.,Conceptualizing the Evolution and Future of Advertising,"Kumar, V. (1)| Gupta, Shaphali (2)",4.23,0.94,88.26,0.6,4.91,1.07,"Georgia State Univ, J Mack Robinson Coll Business, Ctr Excellence Brand & Customer Management, Atlanta, GA 30303 USA",USA
Kumar,Anand,Contextual and Competitive Interference: Inhibition or Facilitation?,"mar, Anand (1)| Besharat, Ali (2)| Lindsey, Charles D. (3)| Krishnan, Shanker (4)",4.23,0.94,88.26,0.6,4.91,1.07,"Univ S Florida, Coll Business, Tampa, FL 33620 USA",USA
MITTAL,B,PUBLIC ASSESSMENT OF TV-ADVERTISING - FAINT PRAISE AND HARSH CRITICISM,"MITTAL, B (1)",4.18,(S),93.64,(S),1,0.78,"UNIV MIAMI,CORAL GABLES,FL 33124",USA
Govil,Nitin,"The Bully in the Pulpit: Autocracy, Digital Social Media, and Right-wing Populist Technoculture","Govil, Nitin (1)| Baishya, Anirban Kapil (2)",4.17,0,92.59,0,3.24,0,"Univ Southern Calif, Sch Cinemat Arts, Los Angeles, CA 90089 USA",USA
Taneja,Harsh,Web Infrastructures and Online Attention Ecology,"Taneja, Harsh (1)| Wu, Angela Xiao (2)",4.15,0,91.86,0,2.15,1.84,"Univ Illinois, Champaign, IL 61820 USA",USA
Rojas,Hernando,Strategy versus understanding - How orientations toward political conversation influence political engagement,"Rojas, Hernando (1)",4.12,0.37,0.76,0.12,0.16,94.46,"Univ Wisconsin, Dept Life Sci Commun, Madison, WI 53706 USA",USA
Pillai,P,Tracking the nation: discourses of internationalism and transnational agricultural corporations,"Pillai, P (1)| Kline, SL (2)",4.12,0.72,90.74,0.26,3.24,0.93,"MIT, Dept Urban Studies & Planning, Cambridge, MA 02139 USA",USA
Guzman,Andrea L.,"Evolution of News Frames During the 2011 Egyptian Revolution: Critical Discourse Analysis of Fox News's and CNN's Framing of Protesters, Mubarak, and the Muslim Brotherhood","Guzman, Andrea L. (1)",4.11,0.42,1.29,0.15,0.27,93.77,"No Illinois Univ, Dept Commun, De Kalb, IL 60115 USA",USA
Mohanty,Praggyan (Pam),Did You Get It? Factors Influencing Subjective Comprehension of Visual Metaphors in Advertising,"Mohanty, Praggyan (Pam) (1)| Ratneshwar, S. (2)",4.1,(S),92.49,(S),2.96,0,"Governors State Univ, Coll Business & Publ Adm, University Pk, IL 60484 USA",USA
Wan,Hua-Hsin,Resonance as a mediating factor accounting for the message effect in tailored communication-examining crisis communication in a tourism context,"Wan, Hua-Hsin (1)",4.08,1.84,89.97,0.1,2.78,1.23,"Univ Texas El Paso, Dept Commun, El Paso, TX 79968 USA",USA
Espinoza,Guadalupe,"The Pervasiveness, Connectedness, and Intrusiveness of Social Network Site Use Among Young Adolescents","Espinoza, Guadalupe (1)| Juvonen, Jaana (2)",4.03,0.23,0.38,0.27,0.17,94.91,"Univ Calif Los Angeles, Dept Psychol, Los Angeles, CA 90095 USA",USA
Sarkar,Sreela,Passionate Producers: Corporate Interventions in Expanding the Promise of the Information Society,"Sarkar, Sreela (1)",3.99,0.42,90.91,0.28,3.06,1.34,"Santa Clara Univ, Dept Commun, Santa Clara, CA 95050 USA",USA
Takano,Kaori,McDonald's Japan: A case study of effective public relations,"Takano, Kaori (1)",3.95,(S),85.45,(S),8.94,1.46,"Ft Lewis Coll, Sch Business Adm, Durango, CO 81301 USA",USA
Palomares,Nicholas A.,The Dynamics of Goal Congruency and Cognitive Busyness in Goal Detection,"Palomares, Nicholas A. (1)",3.9,0.13,3.33,0.16,0.28,92.21,"Univ Calif Davis, Dept Commun, Davis, CA 95616 USA",USA
VENKATESAN,M,PERSONALITY AND PERSUASIBILITY IN CONSUMER DECISION MAKING,"VENKATESAN, M (1)",3.89,0.94,93.17,(S),1.18,(S),"UNIV MASSACHUSETTS,SCH BUSINESS ADM,AMHERST,MA",USA
Ramirez,A. Susana,Effects of Ethnic Targeting on the Perceived Effectiveness of Cancer Prevention Messages Among Latinas and Non-Latina White Women,"Ramirez, A. Susana (1)",3.89,0.31,0.93,0.2,0.19,94.48,"NCI, Canc Prevent Fellowship Program, NIH, Bethesda, MD 20892 USA",USA
Ramirez,Artemio,When online meets offline: An expectancy violations theory perspective on modality switching,"Ramirez, Artemio, Jr. (1)| Wang, Zuoming (2)",3.89,0.31,0.93,0.2,0.19,94.48,"Ohio State Univ, Sch Commun, Columbus, OH 43210 USA",USA
Ramirez,Fanny A.,Social media affordances in the context of police transparency: An analysis of the first public archive of police body camera videos,"Ramirez, Fanny A. (1)",3.89,0.31,0.93,0.2,0.19,94.48,"Rutgers State Univ, Sch Commun & Informat, New Brunswick, NJ 08901 USA",USA
Ramirez,A,"Information-seeking strategies, uncertainty, and computer-mediated communication - Toward a conceptual model","mirez, A (1)| Walther, JB (2)| Burgoon, JK (3)| Sunnafrank, M (4)",3.89,0.31,0.93,0.2,0.19,94.48,"Univ Minnesota, Dept Commun, Duluth, MN 55812 USA",USA
Tai,Qiuqing,Western Media Exposure and Chinese Immigrants' Political Perceptions,"Tai, Qiuqing (1)",3.86,3.18,86.18,0.23,4.79,1.75,"Yale Univ, Dept Polit Sci, POB 208301, New Haven, CT 06520 USA",USA
Tai,Zixue,Play between love and labor: The practice of gold farming in China,"Tai, Zixue (1)| Hu, Fengbin (2)",3.86,3.18,86.18,0.23,4.79,1.75,"Univ Kentucky, Sch Journalism & Media, 107 Grehan Bldg, Lexington, KY 40514 USA",USA
Callejas,Michelle L. Acevedo,"Stress, Frequency of Challenges, and Coping for Partners of Individuals with Mental Health Conditions","Callejas, Michelle L. Acevedo (1)| Thompson, Charee M. (2)",3.85,(S),1.37,(S),(S),94.49,"Univ Iowa, Dept Commun Studies, 25 S Madison St, Iowa City, IA 52245 USA",USA
Jimenez,Carlos,"From telephones in rural Oaxaca to mobile phones among Mixtec farm workers in Oxnard, California","Jimenez, Carlos (1)",3.84,0.29,1.49,0.2,0.21,93.97,"Univ Calif Santa Barbara, Film & Media Studies, Santa Barbara, CA 93106 USA",USA
Prasad,Revati,An Organized Work Force is Part of Growing Up: Gawker and the Case for Unionizing Digital Newsrooms,"Prasad, Revati (1)",3.84,1.54,78.97,0.54,13.21,1.9,"Univ Penn, Annenberg Sch Commun, Philadelphia, PA 19104 USA",USA
Asthana,Sanjay,"Broadcasting, space, and sovereignty in India","Asthana, Sanjay (1)",3.83,0,93.87,(S),(S),(S),"Middle Tennessee State Univ, Murfreesboro, TN 37130 USA",USA
Meraz,Sharon,USING TIME SERIES ANALYSIS TO MEASURE INTERMEDIA AGENDA-SETTING INFLUENCE IN TRADITIONAL MEDIA AND POLITICAL BLOG NETWORKS,"Meraz, Sharon (1)",3.81,0.3,0.2,0.19,0.09,95.42,"Univ Illinois, Dept Commun, Chicago, IL 60612 USA",USA
Sundar,SS,"Multimedia effects on processing and perception of online news: A study of picture, audio, and video downloads","Sundar, SS (1)",3.75,4.37,83.9,(S),6.37,(S),"Penn State Univ, Media Effects Res Lab, University Pk, PA 16802 USA",USA
Sundar,S. Shyam,Uses and Grats 2.0: New Gratifications for New Media,"Sundar, S. Shyam (1)| Limperos, Anthony M. (2)",3.75,4.37,83.9,(S),6.37,(S),"Penn State Univ, Media Effects Res Lab, University Pk, PA 16802 USA",USA
Dutta,Mohan,Dialog Theory in Marginalized Settings: A Subaltern Studies Approach,"Dutta, Mohan (1)| Pal, Mahuya (2)",3.75,(S),91.94,(S),2.98,0.72,"Purdue Univ, Dept Commun, W Lafayette, IN 47907 USA",USA
Dai,Yue,Vicariously Experiencing Parasocial Intimacy with Public Figures Through Observations of Interactions on Social Media,"Dai, Yue (1)| Walther, Joseph B. (2)",3.73,(S),93.82,(S),1.08,0.78,"Michigan State Univ, Dept Commun, E Lansing, MI 48823 USA",USA
Rai,Swapnil,"""""""May the Force Be With You"""": Narendra Modi and the Celebritization of Indian Politics""","Rai, Swapnil (1)",3.68,1.06,89.99,0.57,3.31,1.4,"Univ Michigan, Dept Film Televis & Media, Ann Arbor, MI 48109 USA",USA
Min,Seong-Jae,Occupy Wall Street and Deliberative Decision-Making: Translating Theory to Practice,"Min, Seong-Jae (1)",3.68,0.43,92.15,0.07,2.74,0.93,"Pace Univ, Dept Commun Studies, New York, NY 10038 USA",USA
Min,Seong Jae,From algorithmic disengagement to algorithmic activism: Charting social media users' responses to news filtering algorithms,"Min, Seong Jae (1)",3.68,0.43,92.15,0.07,2.74,0.93,"Pace Univ, Dept Commun Studies, 41 Pk Row,Room 505, New York, NY 10038 USA",USA
Min,Y,Intertwining of campaign news and advertising: The content and electoral effects of newspaper ad watches,"Min, Y (1)",3.68,0.43,92.15,0.07,2.74,0.93,"Univ Texas, Sch Journalism, Austin, TX 78712 USA",USA
Ha,Jae Sik,Tailoring the Arab Spring to American values and interests: A framing analysis of US elite newspapers' opinion pieces,"Ha, Jae Sik (1)",3.67,0.69,92.93,0.04,2.03,0.63,"Univ Illinois, Commun Dept, Univ Hall,Room 3021,One Univ Plaza, Springfield, IL 62703 USA",USA
Ha,Louisa,Internet experience and time displacement of traditional news media use: An application of the theory of the niche,"Ha, Louisa (1)| Fang, Ling (2)",3.67,0.69,92.93,0.04,2.03,0.63,"Bowling Green State Univ, Sch Media & Commun, Bowling Green, OH 43403 USA",USA
Ju,Ilwoo,Communication Strategies in Direct-to-Consumer Prescription Drug Advertising (DTCA): Application of the Six Segment Message Strategy Wheel,"Ju, Ilwoo (1)| Park, Jin Seong (2)",3.64,0.48,92.37,0,1.8,1.72,"Univ Tennessee, Dept Advertising & Publ Relat, Knoxville, TN USA",USA
Noh,Shinwon,Organizational identities of US art museums and audience reactions,"Noh, Shinwon (1)| Tolbert, Pamela S. (2)",3.63,(S),88.17,(S),1.85,5.64,"1 Pace Plaza Room W-491, New York, NY 10038 USA",USA
Shim,Kyujin,After Broadband Infrastructure Saturation: The Impact of Public Investment on Rural Social Capital,"Shim, Kyujin (1)",3.59,4.09,86.65,0.16,4.44,1.07,"Syracuse Univ, Syracuse, NY 13244 USA",USA
Shim,Minsun,Connecting Internet Use with Gaps in Cancer Knowledge,"Shim, Minsun (1)",3.59,4.09,86.65,0.16,4.44,1.07,"Univ Penn, Annenberg Sch Commun, Philadelphia, PA 19104 USA",USA
Shim,Jae Woong,Effects of personality types on the use of television genre,"Shim, Jae Woong (1)| Paul, Bryant (2)",3.59,4.09,86.65,0.16,4.44,1.07,"Indiana Univ, Bloomington, IN 47405 USA",USA
Shah,Anushka H.,How episodic frames gave way to thematic frames over time: A topic modeling study of the Indian media's reporting of rape post the 2012 Delhi gang-rape,"Shah, Anushka H. (1)",3.59,0.94,91.74,0.34,2.7,0.7,"NYU, Dept Sociol, 70 Washington Sq South, New York, NY 10012 USA",USA
Shah,Rajiv C.,The privatization of the Internet's backbone network,"Shah, Rajiv C. (1)| Kesan, Jay P. (2)",3.59,0.94,91.74,0.34,2.7,0.7,"Univ Illinois, Dept Commun, Chicago, IL 60607 USA",USA
Shah,DV,"Explicating opinion leadership: Nonpolitical dispositions, information consumption, and civic participation","Shah, DV (1)| Scheufele, DA (2)",3.59,0.94,91.74,0.34,2.7,0.7,"Univ Wisconsin, Sch Journalism & Mass Commun, Madison, WI 53706 USA",USA
Shah,Dhavan V.,Communication Competence as a Foundation for Civic Competence: Processes of Socialization into Citizenship,"hah, Dhavan V. (1)| McLeod, Jack M. (2)| Lee, Nam-Jin (3)",3.59,0.94,91.74,0.34,2.7,0.7,"Univ Wisconsin, Sch Journalism & Mass Commun, Madison, WI 53706 USA",USA
HUESCA,R,THEORY AND PRACTICE IN LATIN-AMERICAN ALTERNATIVE COMMUNICATION-RESEARCH,"HUESCA, R (1)| DERVIN, B (2)",3.57,(S),1.01,0,(S),95.24,"OHIO STATE UNIV,DEPT COMMUN,COLUMBUS,OH 43210",USA
Huesca,R,Conceptual contributions of new social movements to development communication research,"Huesca, R (1)",3.57,(S),1.01,0,(S),95.24,"Trinity Univ, Dept Commun, San Antonio, TX 78212 USA",USA
Sharma,Nazuk,Active White Space (AWS) in Logo Designs: Effects on Logo Evaluations and Brand Communication,"Sharma, Nazuk (1)| Varki, Sajeev (2)",3.56,0.76,90.64,0.42,3.75,0.86,"Fairfield Univ, Dolan Sch Business, Mkt, Fairfield, CT 06430 USA",USA
JAIN,CL,NEWSPAPER ADVERTISING - PREPRINT VS ROP,"JAIN, CL (1)",3.54,0.25,93.35,0.34,1.74,0.79,"ST JOHNS UNIV,JAMACIA,NY 11432",USA
Jain,Rajul,State of international public relations research: Narrowing the knowledge gap about the practice across borders,"ain, Rajul (1)| De Moya, Maria (2)| Molleda, Juan-Carlos (3)",3.54,0.25,93.35,0.34,1.74,0.79,"Depaul Univ, Coll Commun, Chicago, IL 60604 USA",USA
Jain,Parul,Effect of Message Format and Content on Attitude Accessibility Regarding Sexually Transmitted Infections,"in, Parul (1)| Hoffman, Eric (2)| Beam, Michael (3)| Xu, Shan (Susan) (4)",3.54,0.25,93.35,0.34,1.74,0.79,"Ohio Univ, EW Scripps Sch Journalism, Athens, OH 45701 USA",USA
Arora,Kjerstin,"YOUTUBE, TWITTER AND THE OCCUPY MOVEMENT: Connecting content and circulation practices",", Kjerstin (1)| Driscoll, Kevin (2)| Ekdale, Brian (3)| Edgerly, Stephanie (4)| Thompson, Liana Gamber (5)| Schrock, Andrew (6)| Swartz, Lana (7)| Vraga, Emily K. (8)| Wells, Chris (9)",3.53,0.61,92.43,0.52,2.22,0.69,"Univ So Calif, Annenberg Sch Commun & Journalism, Los Angeles, CA 90089 USA",USA
Patwardhan,Padmini,Worlds apart or a part of the world? Public relations issues and challenges in India,"Patwardhan, Padmini (1)| Bardhan, Nilanjana (2)",3.52,(S),92.72,0,3.05,(S),"Winthrop Univ, Dept Mass Commun, Rock Hill, SC 29733 USA",USA
Shen,Lijiang,On Measures of Message Elaboration in Narrative Communication,"Shen, Lijiang (1)| Seung, Su-Yeun (2)",3.49,0.32,93.77,0.07,1.7,0.65,"Penn State Univ, Dept Commun Arts & Sci, 211 Sparks Bldg, University Pk, PA 16802 USA",USA
Shen,Hongmei,Drivers of life-work conflict: A pilot study of PRSA members,"Shen, Hongmei (1)| Jiang, Hua (2)",3.49,0.32,93.77,0.07,1.7,0.65,"San Diego State Univ, Sch Journalism & Media Studies, San Diego, CA 92182 USA",USA
Shen,FY,Effects of news frames and Schemas on individuals' issue interpretations and attitudes,"Shen, FY (1)",3.49,0.32,93.77,0.07,1.7,0.65,"Penn State Univ, Coll Commun, University Pk, PA 16802 USA",USA
Shen,Hong,China and global internet governance: toward an alternative analytical framework,"Shen, Hong (1)",3.49,0.32,93.77,0.07,1.7,0.65,"Univ Illinois, Inst Commun Res, Champaign, IL 61820 USA",USA
Shen,Cuihua,Unpacking Time Online: Connecting Internet and Massively Multiplayer Online Game Use With Psychosocial Well-Being,"Shen, Cuihua (1)| Williams, Dmitri (2)",3.49,0.32,93.77,0.07,1.7,0.65,"Univ Texas Dallas, Emerging Media & Commun Program, Sch Arts & Humanities, Richardson, TX 75080 USA",USA
Shen,Feng,Decoding Neural Responses To Emotion in Television Commercials An Integrative Study Of Self-Reporting and fMRI Measures,"Shen, Feng (1)| Morris, Jon D. (2)",3.49,0.32,93.77,0.07,1.7,0.65,"St Josephs Univ, Mkt, Philadelphia, PA 19131 USA",USA
Shen,Fuyuan,Contextual priming and applicability - Implications for ad attitude and brand evaluations,"Shen, Fuyuan (1)| Chen, Qimei (2)",3.49,0.32,93.77,0.07,1.7,0.65,"Penn State Univ, Coll Commun, Dept Advertising & Publ Relat, University Pk, PA 16802 USA",USA
Shen,Megan Johnson,Lower Adherence: A Description of Colorectal Cancer Screening Barrier Talk,"en, Megan Johnson (1)| Lafata, Jennifer Elston (2)| D'Agostino, Thomas A. (3)| Bylund, Carma L. (4)",3.49,0.32,93.77,0.07,1.7,0.65,"Weill Cornell Med, Dept Med, New York, NY 10021 USA",USA
Wong,Norman,Investigating the Effects of Cancer Risk and Efficacy Perceptions on Cancer Prevention Adherence and Intentions,"Wong, Norman (1)",3.48,0.79,86.49,0.04,5.2,4,"Univ Oklahoma, Dept Commun, Norman, OK 73019 USA",USA
Wong,Cara J.,"""""""Little"""" and """"big"""" pictures in our heads - Race, local context, and innumeracy about racial groups in the United States""","Wong, Cara J. (1)",3.48,0.79,86.49,0.04,5.2,4,"Univ Illinois, Champaign, IL 61820 USA",USA
Lai,Chih-Hui,A multimodal view of voluntary associations,"Lai, Chih-Hui (1)",3.48,0.31,91.72,0.04,3.24,1.22,"Univ Akron, Sch Commun, Akron, OH 44325 USA",USA
Lai,Laura J.,Gendered Space: The Digital Divide between Male and Female Users in Internet Public Access Sites,", Laura J. (1)| Correa, Teresa (2)| Straubhaar, Joseph (3)| Covarrubias, Laura (4)| Graber, Dean (5)| Spence, Jeremiah (6)| Rojas, Viviana (7)",3.48,0.31,91.72,0.04,3.24,1.22,"Univ Texas Austin, Dept Radio Televis Film, Austin, TX 78712 USA",USA
Jang,S. Mo,Redirecting the Focus of the Agenda: Testing the Zero-Sum Dynamics of Media Attention in News and User-Generated Media,"Jang, S. Mo (1)| Park, Yong Jin (2)",3.45,(S),93.91,(S),1.39,0.66,"Univ South Carolina, Columbia, SC 29208 USA",USA
Jang,Won Yong,"News as propaganda: A comparative analysis of US and Korean press coverage of the Six-Party Talks, 2003-2007","Jang, Won Yong (1)",3.45,(S),93.91,(S),1.39,0.66,"Univ Wisconsin, Eau Claire, WI 54702 USA",USA
Jang,Chyng-Yang,NON-DIRECTED SELF-DISCLOSURE IN THE BLOGOSPHERE Exploring the persistence of interpersonal communication norms,"Jang, Chyng-Yang (1)| Stefanone, Michael A. (2)",3.45,(S),93.91,(S),1.39,0.66,"Univ Texas Arlington, Dept Commun, Arlington, TX 76019 USA",USA
Jang,Su Ahn,Self-Monitoring as a Moderator Between Descriptive Norms and Drinking: Findings Among Korean and American University Students,"Jang, Su Ahn (1)",3.45,(S),93.91,(S),1.39,0.66,"Univ Missouri, Dept Commun, St Louis, MO 63121 USA",USA
Ahn,Sungyong,Found Footage and the Speculative Economy of Attention,"Ahn, Sungyong (1)",3.44,0.14,93.82,0,2.21,0.39,"Univ Illinois, Urbana, IL 61801 USA",USA
Ahn,Ji-Hyun,The politics of apology: The 'Tzuyu Scandal' and transnational dynamics of K-pop,"Ahn, Ji-Hyun (1)| Lin, Tien-wen (2)",3.44,0.14,93.82,0,2.21,0.39,"Univ Washington, Sch Interdisciplinary Arts & Sci, 1900 Commerce St, Tacoma, WA 98402 USA",USA
Ahn,Sun Joo (Grace),Incorporating Immersive Virtual Environments in Health Promotion Campaigns: A Construal Level Theory Approach,"Ahn, Sun Joo (Grace) (1)",3.44,0.14,93.82,0,2.21,0.39,"Univ Georgia, Grady Coll Journalism & Mass Commun, Dept Advertising & Publ Relat, Athens, GA 30602 USA",USA
Ahn,Regina Jihea,How caregivers perceive and mediate children's books featuring media characters in the United States,"Ahn, Regina Jihea (1)| Nelson, Michelle R. (2)",3.44,0.14,93.82,0,2.21,0.39,"Univ Illinois, Inst Commun Res, Urbana, IL 61801 USA",USA
Ahn,Sun Joo,SELF-ENDORSING VERSUS OTHER-ENDORSING IN VIRTUAL ENVIRONMENTS The Effect on Brand Attitude and Purchase Intention,"Ahn, Sun Joo (1)| Bailenson, Jeremy N. (2)",3.44,0.14,93.82,0,2.21,0.39,"Stanford Univ, Stanford, CA 94305 USA",USA
Ahn,Jungsun,Enhancing recall and recognition for brand names and body copy - A mixed-language approach,"Ahn, Jungsun (1)| La Ferle, Carrie (2)",3.44,0.14,93.82,0,2.21,0.39,"Michigan State Univ, Dept Advertising Publ Relat & Retailing, E Lansing, MI 48824 USA",USA
AHN,M,THE ADAPTIVE INFORMATION-PROCESSING HYPOTHESIS - ACCOUNTING FOR THE V-SHAPED ADVERTISING RESPONSE FUNCTION,"AHN, M (1)| PARK, CW (2)| MACINNIS, DJ (3)",3.44,0.14,93.82,0,2.21,0.39,"UNIV PITTSBURGH,KATZ GRAD SCH BUSINESS,PITTSBURGH,PA 15260",USA
SHETH,JN,WORD-OF-MOUTH IN LOW-RISK INNOVATIONS,"SHETH, JN (1)",3.39,0.52,92.6,0.52,2.45,0.52,"UNIV ILLINOIS,URBANA,IL",USA
An,Zheng,Mapping Communication Infrastructure Theory Onto Twitter: Network Integration and Neighborhood Storytelling,"An, Zheng (1)| Mendiola-Smith, Luana (2)",3.37,0.87,92.99,0.07,1.42,1.27,"Univ Hawaii, Hilo, HI 96720 USA",USA
An,Seon-Kyoung,How do the news media frame crises? A content analysis of crisis news coverage,"An, Seon-Kyoung (1)| Gower, Karla K. (2)",3.37,0.87,92.99,0.07,1.42,1.27,"Univ Alabama, Coll Commun & Informat Sci, Tuscaloosa, AL 35487 USA",USA
An,ST,Interlocking of newspaper companies with financial institutions and leading advertisers,"An, ST (1)| Jin, HS (2)",3.37,0.87,92.99,0.07,1.42,1.27,"Kansas State Univ, AQ Miller Sch Journalism & Mass Commun, Manhattan, KS 66506 USA",USA
An,Nan,Communicating the Risks of Fetal Alcohol Spectrum Disorder: Effects of Message Framing and Exemplification,", Nan (1)| Ahern, Lee A. (2)| Connolly-Ahern, Colleen (3)| Shen, Fuyuan (4)",3.37,0.87,92.99,0.07,1.42,1.27,"N Dakota State Univ, Dept Commun, Fargo, ND 58105 USA",USA
