last_name,first_name,article_title,fa_insti
TUMBER, H ,SELLING SCANDAL - BUSINESS AND THE MEDIA,Missing
CUBA, F ,14 THINGS THAT MAKE OR BREAK TRACKING STUDIES,"OGILVY & MATHER PARTNERS INC,NEW YORK,NY"
MITH, DH ,COMMUNICATION ABOUT MEDICINES - PERCEPTIONS OF THE AMBULATORY ELDERLY,"UNIV S FLORIDA,COLL MED,TAMPA,FL 33620"
MITH, MJ ,"CROWDING, TASK-PERFORMANCE, AND COMMUNICATIVE INTERACTION IN YOUTH AND OLD-AGE","UNIV VIRGINIA, CHARLOTTESVILLE, VA 22903 USA"
MITH, SA ,ADVERTISEMENT READERSHIP AND BUYING PLANS,Missing
Silva, Elizabeth B. ,Cultural capital of couples: Tensions of elective affinities,"Open Univ, Fac Social Sci, Milton Keynes MK7 6AA, Bucks, England"
Silva, Dora Santos ,DIGITALLY EMPOWERED New patterns of sourcing and expertise in cultural journalism and criticism,"Univ Nova Lisboa, Fac Ciencias Sociais & Humanas, INOVA Media Lab CIC Digital, Lisbon, Portugal"
Silva, VT ,In the beginning was the gene: The hegemony of genetic thinking in contemporary culture,"Allegheny Coll, Dept Commun Arts, Meadville, PA 16335 USA"
Silva, Deborah ,"Connection, Restructuring, and Buffering: How Groups Link Individuals and Organizations","Walla Walla Univ, Walla Walla, WA USA"
Silva, Eric Orion ,Evolutionary theory in letters to the editor,"Georgia So Univ, Dept Sociol & Anthropol, Statesboro, GA 30460 USA"
Witherspoon, EM ,"Courage of convictions: The St. Louis Post-Dispatch, the New York Times, and reform of the Pure Food and Drug Act, 1933-1937","Univ N Carolina, Chapel Hill, NC 27515 USA"
Domingues, Monica ,Is global IPv6 deployment on track?,"Fdn Natl Sci Comp, FCCN, Lisbon, Portugal"
PURNELL, SE ,"POLITICALLY SPEAKING, DO WOMEN EXIST",Missing
Baltar, Fabiola ,Social research 2.0: virtual snowball sampling method using Facebook,"Univ Mar del Plata, Mar Del Plata, Argentina"
MORSELL, JA ,ELECTORAL CHANGE IN ITALIAN COMMUNES,Missing
SE, SD ,ETHNICITY-OF-INTERVIEWER EFFECTS AMONG MEXICAN-AMERICANS AND ANGLOS,"STANFORD UNIV,INST COMM RES,STANFORD,CA 94305"
Epps, Avriel C. ,A Comparative Content Analysis of Anti- and Prosocial Rap Lyrical Themes Found on Traditional and New Media Outlets,"Univ Calif Los Angeles, Dept Commun Studies, Los Angeles, CA 90024 USA"
Meng, Bingchun ,The Worlding of St. Petersburg and Shanghai: Comparing Cultures of Communication in Two Cities Before and After Revolutions,"London Sch Econ & Polit Sci, Dept Media & Commun, London WC2A 2AE, England"
Meng, Bingchun ,Articulating a Chinese Commons: An Explorative Study of Creative Commons in China,"London Sch Econ & Polit Sci, London, England"
Meng, Amanda ,Grassroots resource mobilization through counter-data action,"Georgia Inst Technol, Sch Comp Sci, Atlanta, GA 30332 USA"
Meng, Juan ,Strategic leadership in public relations: An integrated conceptual framework,"Oklahoma State Univ, Sch Media & Strateg Commun, Stillwater, OK 74078 USA"
Meng, Juan ,Learning by leading: Integrating leadership in public relations education for an enhanced value,"Univ Georgia, Dept Advertising & Publ Relat, Athens, GA 30602 USA"
Meng, Juan ,SK-II China and its skin cream scandal: An extended analysis of the image restoration strategies in a non-Western setting,"Univ Dayton, Dayton, OH 45469 USA"
Meng, Juan ,The impact of organizational culture and leadership performance on PR professionals' job satisfaction: Testing the joint mediating effects of engagement and trust,"Univ Georgia, Grady Coll Journalism & Mass Commun, Dept Advertising & Publ Relat, Athens, GA 30602 USA"
Meng, Bingchun ,COMMONS/COMMODITY Peer production caught in the Web of the commercial market,"Univ London London Sch Econ & Polit Sci, Dept Media & Commun, London WC2A 2AE, England"
Meng, Jingbo ,Your Health Buddies Matter: Preferential Selection and Social Influence on Weight Management in an Online Health Social Network,"Michigan State Univ, Dept Commun, Commun Arts & Sci Bldg,Room 481,404 Wilson Rd, E Lansing, MI 48824 USA"
Meng, Bingchun ,Who needs democracy if we can pick our favorite girl? Super Girl as media spectacle,"Univ London London Sch Econ & Polit Sci, London WC2A 2AE, England"
Meng, Bingchun ,Political scandal at the end of ideology? The mediatized politics of the Bo Xilai case,"London Sch Econ & Polit Sci LSE, London, England"
Meng, Jing ,Prohibition and production of the past: Representation of the Cultural Revolution in TV dramas,"Univ Nottingham, Nottingham NG7 2RD, England"
Meng,Juan,Top issues and responsive strategies in public relations practice: An empirical assessment in the Greater China area,"Univ Georgia, Dept Advertising & Publ Relat, Grady Coll, Athens, GA 30602 USA"
Meng,Juan,Identify excellent features and situational factors in public health communication,"Univ Georgia, Grady Coll Journalism & Mass Commun, Athens, GA 30602 USA"
Meng,Jingbo,Linking Network Structure to Support Messages: Effects of Brokerage and Closure on Received Social Support,"Michigan State Univ, Dept Commun, E Lansing, MI 48824 USA"
Meng,Jingbo,The Roles and Interplay of Intragroup Conflict and Team Emotion Management on Information Seeking Behaviors in Team Contexts,"Univ So Calif, Annenberg Sch Commun & Journalism, Los Angeles, CA 90089 USA"
Saeed, Saima ,Phantom Journalism Governing India's proxy media owners,"Jamia Millia Islamia, CCMG, New Delhi, India"
Belton, T ,Television and imagination: an investigation of the medium's influence on children's story-making,"Univ E Anglia, Ctr Appl Res Educ, Norwich NR4 7TJ, Norfolk, England"
Mori, J ,The construction of interculturality: A study of initial encounters between Japanese and American students,"Univ Wisconsin, Dept E Asian Languages & Literature, Madison, WI 53706 USA"
FREIRE, P ,BY LEARNING THEY CAN TEACH,"WORLD COUNCIL CHURCHES,GENEVA,SWITZERLAND"
FREIRE, P ,GUINEA-BISSAU - RECORD OF AN ONGOING EXPERIENCE,Missing
Winston, Christine N. ,Evaluating Media's Portrayal of an Eccentric-Genius: Dr. Sheldon Cooper,"Womens Christian Coll, Dept Psychol, Coll Rd, Chennai 600006, Tamil Nadu, India"
Winston, B ,"Emancipation, the media and modernity: some reflections on Garnham's Kantian turn","Lincoln Univ, Lincoln LN6 7TS, England"
Toledano, Margalit ,Emergent methods: Using netnography in public relations research,"Univ Waikato, Private Bag 3105, Hamilton 3240, New Zealand"
Toledano, Margalit ,"Dialogue, strategic communication, and ethical public relations: Lessons from Martin Buber's political activism","Univ Waikato, Private Bag 3105, Hamilton 3240, New Zealand"
Toledano, M ,Challenging accounts: Public relations and a tale of two revolutions,"Univ Waikato, Management Commun Dept, Hamilton, New Zealand"
Toledano, Margalit ,Professional competition and cooperation in the digital age: A pilot study of New Zealand practitioners,"Univ Waikato, Management Commun Dept, Hamilton 3240, New Zealand"
Toledano, Margalit ,"Public relations, ethics, and social media: A cross-national study of PR practitioners","Univ Waikato, Dept Management Commun, Private Bag 3105, Hamilton 3240, New Zealand"
Toledano, Margalit ,Brand alliance and event management for social causes: Evidence from New Zealand,"Univ Waikato, Dept Management Commun, Hamilton 3240, New Zealand"
Toledano, Margalit ,"Influencing economic change: Government interventions, disputes between sectors, and public relations campaigns in Israel","Univ Waikato, Dept Management Commun, Waikato Management Sch, Hamilton, New Zealand"
Toledano, Margalit ,Judging public relations: An analysis of an Israeli court judgement on a defamatory and negative campaign,"Univ Waikato, Dept Management Commun, Hamilton 3240, New Zealand"
Toledano, Margalit ,Facilitating community networks: Public relations skills and non-professional organizers,"Univ Waikato, Dept Management Commun, Private Bag 3105, Hamilton 3240, New Zealand"
ING, KW ,"PRETESTING TV COMMERCIALS - METHODS, MEASURES, AND CHANGING AGENCY ROLES","WHITTLE COMMUN, KNOXVILLE, TN 37902 USA"
Toledano,Margalit,"Conflict and cooperation between advocates: Lawyers, PR practitioners, and the client's best interest","Univ Waikato, Private Bag 3105, Hamilton 3240, New Zealand"
Figueiras, Rita ,Press pundits and Portuguese society,"Portuguese Catholic Univ, Dept Commun, Lisbon, Portugal"
Figueiras, Rita ,New Global Flows of Capital in Media Industries after the 2008 Financial Crisis: The Angola-Portugal Relationship,"Catholic Univ Portugal, P-1649023 Lisbon, Portugal"
KUGA, M ,KAOS MARKETING STRATEGY AND MARKETING INTELLIGENCE SYSTEM,Missing
Real, Kevin ,Friends talk to friends about drinking: Exploring the role of peer communication in the theory of normative social Behavior,"Univ Kentucky, Dept Commun, Lexington, KY 40506 USA"
REAL, M ,FERMENT IN THE FIELD - THE DEBATE ON CRITICAL-THEORY AND THE STUDY OF COMMUNICATIONS,Missing
REAL, MR ,SUPER BOWL - MYTHIC SPECTACLE,"UNIV CALIF,SAN DIEGO,CA 92037"
Real, Michael ,Reflections on Communication and Sport: On Spectacle and Mega-Events,"Royal Rd Univ, 2005 Sooke Rd, Victoria, BC V9B 5Y2, Canada"
Real, Kevin ,Information seeking and workplace safety: A field application of the risk perception attitude framework,"Univ Kentucky, Dept Commun, Lexington, KY 40506 USA"
Real,Kevin,"The Role of the Built Environment: How Decentralized Nurse Stations Shape Communication, Patient Care Processes, and Patient Outcomes","Univ Kentucky, Dept Commun, Lexington, KY 40506 USA"
Real,Kevin,The Symbolic and Material Nature of Physician Identity: Implications for Physician-Patient Communication,"Univ Kentucky, Dept Commun, Lexington, KY 40506 USA"
ROSA, EA ,NUCLEAR-POWER - 3 DECADES OF PUBLIC-OPINION,Missing
MCLAURIN, P ,AN EXAMINATION OF THE EFFECT OF CULTURE ON PRO-SOCIAL MESSAGES DIRECTED AT AFRICAN-AMERICAN AT-RISK YOUTH,Missing
Bang, Tor ,Targeting Crowds: A study of how the Norwegian Labour Party adapted Nazi rhetorical methodology,"BI Norwegian Business Sch, N-0442 Oslo, Norway"
Bang, Henrik ,Contentious connective action: a new kind of life-political association for problematizing how expert systems operate,"Univ Canberra, Inst Governance & Policy Anal, Bruce, Australia"
Joseph, Sue ,"""AUSTRALIAN LITERARY JOURNALISM AND """"MISSING VOICES"""" How Helen Garner finally resolves this recurring ethical tension""","Univ Technol Sydney, Fac Social Sci, Sydney, NSW 2007, Australia"
Joseph, Daniel James ,The Discourse of Digital Dispossession: Paid Modifications and Community Crisis on Steam,"Univ Toronto, 3359 Mississauga Rd, Mississauga, ON L5L 1C6, Canada"
Joseph, Andrea L. ,Military Wives' Stressful Disclosures to Their Deployed Husbands: The Role of Protective Buffering,"Univ Calif Santa Barbara, Dept Commun, Santa Barbara, CA 93106 USA"
Joseph,Andrea,(Unmet) Standards for emotional support and their short- and medium-term consequences,"Appl Mkt Sci, Boston, MA USA"
ES, H ,LANGUAGE ATTITUDES AND COGNITIVE MEDIATION,"BRUNEL UNIV,SOCIAL PSYCHOL,UXBRIDGE UB8 3PH,MIDDX,ENGLAND"
Jamal, Amal ,Media culture as counter-hegemonic strategy: the communicative action of the Arab minority in Israel,"Tel Aviv Univ, Dept Polit Sci, IL-69978 Tel Aviv, Israel"
Sey, Araba ,"'We use it different, different': Making sense of trends in mobile phone use in Ghana","Univ Washington, Informat Sch, Technol & Social Change Grp, Seattle, WA 98195 USA"
Cousin, Gaetan ,Trait-agreeableness influences individual reactions to a physician's affiliative behavior in a simulated bad news delivery,"Univ Oxford, Dept Psychiat, Oxford OX1 2JD, England"
Vista, Alvin ,"Mass media, the 'sensational message', and metamorphic truths","Univ Melbourne, Melbourne, Vic, Australia"
MARC, M ,COMBINING SIMULATION AND PANEL DATA TO OBTAIN REACH AND FREQUENCY,"DUPUY COMPTON,PARIS,FRANCE"
MARC, M ,NET AUDIENCES OF FRENCH BUSINESS PAPERS - AGOSTINI FORMULA APPLIED TO SPECIAL MARKETS,Missing
MARC, M ,USING READING QUALITY IN MAGAZINE SELECTION,"RL DUPUY,PARIS,FRANCE"
HOUN, FW ,THE STAGE AS A MEDIUM OF PROPAGANDA IN COMMUNIST-CHINA,Missing
HOUN, FW ,CHINESE-COMMUNIST CONTROL OF THE PRESS,Missing
Holsey, Albon L. ,Public Relations Intuitions of Booker T. Washington,Missing
Jung, Joo-Young ,"Are You an Opinion Giver, Seeker, or Both? Re-Examining Political Opinion Leadership in the New Communication Environment","Int Christian Univ, Mitaka, Tokyo, Japan"
Jung, Wonsuk ,Differences between LTE and 3G service customers: Business and policy implications,"Korea Adv Inst Sci & Technol, Business & Technol Management, Taejon 305701, South Korea"
Jung, Yoonhyuk ,Response to potential information technology risk: Users' valuation of electromagnetic field from mobile phones,"UNIST, Sch Technol Management, Ulsan, South Korea"
Jung, JM ,How magazines covered media companies' mergers: The case of the evolution of Time Inc.,"Univ Florida, Coll Journalism & Commun, Gainesville, FL 32611 USA"
Bigman, Cabral A. ,Social Comparison Framing in Health News and Its Effect on Perceptions of Group Risk,"Harvard Univ, Sch Publ Hlth, Dana Farber Canc Inst, Cambridge, MA 02138 USA"
Jung, Eun Hwa ,Extending the Television Brand: An Examination of Why Consumers Use Broadcast Network Web Sites,"Penn State Univ, Coll Commun, University Pk, PA 16802 USA"
JUNG, AF ,SHOPPING TECHNIQUES FOR COLLECTING PRICE DATA,Missing
Bigman, Stanley K. ,"""The """"New Internationalism"""" Under Attack""",Missing
JUNG, AF ,ATTITUDES TOWARD CUSTOMERS OF PERSONAL FINANCE COMPANIES,Missing
Jung, Eun Hwa ,Status update: Gratifications derived from Facebook affordances by older adults,"Natl Univ Singapore, Dept Commun & New Media, Blk AS6,03-05,11 Comp Dr, Singapore 117416, Singapore"
Jung, Yumi ,The Imagined Audience and Privacy Concern on Facebook: Differences Between Producers and Consumers,"Michigan State Univ, Media & Informat Studies, E Lansing, MI 48824 USA"
Jung, Yoonhyuk ,Understanding the Role of Sense of Presence and Perceived Autonomy in Users' Continued Use of Social Virtual Worlds,"UNIST, Sch Technol Management, Ulsan 689805, South Korea"
Jung,Eun Hwa,Social networking in the aging context: Why older adults use or avoid Facebook,"Natl Univ Singapore, Dept Commun & New Media, Blk AS6,03-05,11 Comp Dr, Singapore 117416, Singapore"
Jung,Jaemin,From Access to Utilization: Factors Affecting Smartphone Application Use and Its Impacts on Social and Human Capital Acquisition in South Korea,"Korea Adv Inst Sci & Technol, Seoul, South Korea"
Jung,Jaemin,Measuring usage concentration of smartphone applications: Selective repertoire in a marketplace of choices,"Korea Adv Inst Sci & Technol, Grad Sch Informat & Media Management, Daejeon, South Korea"
Bigman,Cabral A.,"Representation, Exemplification, and Risk: Resonance of Tobacco Graphic Health Warnings Across Diverse Populations","Univ Illinois, Dept Commun, 3001 Lincoln Hall,702 South Wright St, Urbana, IL 61801 USA"
Bigman,Cabral A.,Speaking up about Lighting up in Public: Examining Psychosocial Correlates of Smoking and Vaping Assertive Communication Intentions among US Adults,"Univ Illinois, Dept Commun, Coll Liberal Arts & Sci, 3001 Lincoln Hall,702 S Wright St, Urbana, IL 61801 USA"
Jung,Younbo,"Effects of Trait Hostility, Mapping Interface, and Character Identification on Aggressive Thoughts and Overall Game Experience After Playing a Violent Video Game","Nanyang Technol Univ, Wee Kim Wee Sch Commun & Informat, Singapore 639798, Singapore"
Jung,Jaemin,Factors affecting attitudes and behavioural intention towards social networking advertising: a case of Facebook users in South Korea,"Korea Adv Inst Sci & Technol, Grad Sch Informat & Media Management, Seoul, South Korea"
Jung,JY,"""Internet connectedness and inequality - Beyond the """"divide""""""","Univ So Calif, Annenberg Sch Commun, Los Angeles, CA 90089 USA"
Jung,Jaemin,"Factors affecting e-book reader awareness, interest, and intention to use","Korea Adv Inst Sci & Technol, Grad Sch Informat & Media Management, Seoul 130722, South Korea"
Bigman,Cabral A.,Selective sharing on social media: Examining the effects of disparate racial impact frames on intentions to retransmit news stories among US college students,"Univ Illinois, Dept Commun, Urbana, IL USA"
